detalle_id,venta_id,producto_id,cantidad,precio_unitario,subtotal
8839,3839,39,3,6352.75,19058.25
8840,3840,40,4,6490.00,25960.00
8841,3841,41,1,6627.25,6627.25
8842,3842,42,2,6764.50,13529.00
8843,3843,43,3,6901.75,20705.25
8844,3844,44,4,7039.00,28156.00
8845,3845,45,1,7176.25,7176.25
8846,3846,46,2,7313.50,14627.00
8847,3847,47,3,7450.75,22352.25
8848,3848,48,4,7588.00,30352.00
8849,3849,49,1,7725.25,7725.25
8850,3850,50,2,7862.50,15725.00
8851,3851,51,3,7999.75,23999.25
8852,3852,52,4,8137.00,32548.00
8853,3853,53,1,8274.25,8274.25
8854,3854,54,2,8411.50,16823.00
8855,3855,55,3,8548.75,25646.25
8856,3856,56,4,8686.00,34744.00
8857,3857,57,1,8823.25,8823.25
8858,3858,58,2,8960.50,17921.00
8859,3859,59,3,9097.75,27293.25
8860,3860,60,4,9235.00,36940.00
8861,3861,61,1,9372.25,9372.25
8862,3862,62,2,9509.50,19019.00
8863,3863,63,3,9646.75,28940.25
8864,3864,64,4,9784.00,39136.00
8865,3865,65,1,9921.25,9921.25
8866,3866,66,2,10058.50,20117.00
8867,3867,67,3,10195.75,30587.25
8868,3868,68,4,10333.00,41332.00
8869,3869,69,1,10470.25,10470.25
8870,3870,70,2,10607.50,21215.00
8871,3871,71,3,10744.75,32234.25
8872,3872,72,4,10882.00,43528.00
8873,3873,73,1,11019.25,11019.25
8874,3874,74,2,11156.50,22313.00
8875,3875,75,3,11293.75,33881.25
8876,3876,76,4,11431.00,45724.00
8877,3877,77,1,11568.25,11568.25
8878,3878,78,2,11705.50,23411.00
8879,3879,79,3,11842.75,35528.25
8880,3880,80,4,11980.00,47920.00
8881,3881,81,1,12117.25,12117.25
8882,3882,82,2,12254.50,24509.00
8883,3883,83,3,12391.75,37175.25
8884,3884,84,4,12529.00,50116.00
8885,3885,85,1,12666.25,12666.25
8886,3886,86,2,12803.50,25607.00
8887,3887,87,3,12940.75,38822.25
8888,3888,88,4,13078.00,52312.00
8889,3889,89,1,13215.25,13215.25
8890,3890,90,2,13352.50,26705.00
8891,3891,91,3,13489.75,40469.25
8892,3892,92,4,13627.00,54508.00
8893,3893,93,1,13764.25,13764.25
8894,3894,94,2,13901.50,27803.00
8895,3895,95,3,14038.75,42116.25
8896,3896,96,4,14176.00,56704.00
8897,3897,97,1,14313.25,14313.25
8898,3898,98,2,14450.50,28901.00
8899,3899,99,3,14587.75,43763.25
8900,3900,100,4,14725.00,58900.00
8901,3901,1,1,1137.25,1137.25
8902,3902,2,2,1274.50,2549.00
8903,3903,3,3,1411.75,4235.25
8904,3904,4,4,1549.00,6196.00
8905,3905,5,1,1686.25,1686.25
8906,3906,6,2,1823.50,3647.00
8907,3907,7,3,1960.75,5882.25
8908,3908,8,4,2098.00,8392.00
8909,3909,9,1,2235.25,2235.25
8910,3910,10,2,2372.50,4745.00
8911,3911,11,3,2509.75,7529.25
8912,3912,12,4,2647.00,10588.00
8913,3913,13,1,2784.25,2784.25
8914,3914,14,2,2921.50,5843.00
8915,3915,15,3,3058.75,9176.25
8916,3916,16,4,3196.00,12784.00
8917,3917,17,1,3333.25,3333.25
8918,3918,18,2,3470.50,6941.00
8919,3919,19,3,3607.75,10823.25
8920,3920,20,4,3745.00,14980.00
8921,3921,21,1,3882.25,3882.25
8922,3922,22,2,4019.50,8039.00
8923,3923,23,3,4156.75,12470.25
8924,3924,24,4,4294.00,17176.00
8925,3925,25,1,4431.25,4431.25
8926,3926,26,2,4568.50,9137.00
8927,3927,27,3,4705.75,14117.25
8928,3928,28,4,4843.00,19372.00
8929,3929,29,1,4980.25,4980.25
8930,3930,30,2,5117.50,10235.00
8931,3931,31,3,5254.75,15764.25
8932,3932,32,4,5392.00,21568.00
8933,3933,33,1,5529.25,5529.25
8934,3934,34,2,5666.50,11333.00
8935,3935,35,3,5803.75,17411.25
8936,3936,36,4,5941.00,23764.00
8937,3937,37,1,6078.25,6078.25
8938,3938,38,2,6215.50,12431.00
8939,3939,39,3,6352.75,19058.25
8940,3940,40,4,6490.00,25960.00
8941,3941,41,1,6627.25,6627.25
8942,3942,42,2,6764.50,13529.00
8943,3943,43,3,6901.75,20705.25
8944,3944,44,4,7039.00,28156.00
8945,3945,45,1,7176.25,7176.25
8946,3946,46,2,7313.50,14627.00
8947,3947,47,3,7450.75,22352.25
8948,3948,48,4,7588.00,30352.00
8949,3949,49,1,7725.25,7725.25
8950,3950,50,2,7862.50,15725.00
8951,3951,51,3,7999.75,23999.25
8952,3952,52,4,8137.00,32548.00
8953,3953,53,1,8274.25,8274.25
8954,3954,54,2,8411.50,16823.00
8955,3955,55,3,8548.75,25646.25
8956,3956,56,4,8686.00,34744.00
8957,3957,57,1,8823.25,8823.25
8958,3958,58,2,8960.50,17921.00
8959,3959,59,3,9097.75,27293.25
8960,3960,60,4,9235.00,36940.00
8961,3961,61,1,9372.25,9372.25
8962,3962,62,2,9509.50,19019.00
8963,3963,63,3,9646.75,28940.25
8964,3964,64,4,9784.00,39136.00
8965,3965,65,1,9921.25,9921.25
8966,3966,66,2,10058.50,20117.00
8967,3967,67,3,10195.75,30587.25
8968,3968,68,4,10333.00,41332.00
8969,3969,69,1,10470.25,10470.25
8970,3970,70,2,10607.50,21215.00
8971,3971,71,3,10744.75,32234.25
8972,3972,72,4,10882.00,43528.00
8973,3973,73,1,11019.25,11019.25
8974,3974,74,2,11156.50,22313.00
8975,3975,75,3,11293.75,33881.25
8976,3976,76,4,11431.00,45724.00
8977,3977,77,1,11568.25,11568.25
8978,3978,78,2,11705.50,23411.00
8979,3979,79,3,11842.75,35528.25
8980,3980,80,4,11980.00,47920.00
8981,3981,81,1,12117.25,12117.25
8982,3982,82,2,12254.50,24509.00
8983,3983,83,3,12391.75,37175.25
8984,3984,84,4,12529.00,50116.00
8985,3985,85,1,12666.25,12666.25
8986,3986,86,2,12803.50,25607.00
8987,3987,87,3,12940.75,38822.25
8988,3988,88,4,13078.00,52312.00
8989,3989,89,1,13215.25,13215.25
8990,3990,90,2,13352.50,26705.00
8991,3991,91,3,13489.75,40469.25
8992,3992,92,4,13627.00,54508.00
8993,3993,93,1,13764.25,13764.25
8994,3994,94,2,13901.50,27803.00
8995,3995,95,3,14038.75,42116.25
8996,3996,96,4,14176.00,56704.00
8997,3997,97,1,14313.25,14313.25
8998,3998,98,2,14450.50,28901.00
8999,3999,99,3,14587.75,43763.25
9000,4000,100,4,14725.00,58900.00
9001,4001,1,1,1137.25,1137.25
9002,4002,2,2,1274.50,2549.00
9003,4003,3,3,1411.75,4235.25
9004,4004,4,4,1549.00,6196.00
9005,4005,5,1,1686.25,1686.25
9006,4006,6,2,1823.50,3647.00
9007,4007,7,3,1960.75,5882.25
9008,4008,8,4,2098.00,8392.00
9009,4009,9,1,2235.25,2235.25
9010,4010,10,2,2372.50,4745.00
9011,4011,11,3,2509.75,7529.25
9012,4012,12,4,2647.00,10588.00
9013,4013,13,1,2784.25,2784.25
9014,4014,14,2,2921.50,5843.00
9015,4015,15,3,3058.75,9176.25
9016,4016,16,4,3196.00,12784.00
9017,4017,17,1,3333.25,3333.25
9018,4018,18,2,3470.50,6941.00
9019,4019,19,3,3607.75,10823.25
9020,4020,20,4,3745.00,14980.00
9021,4021,21,1,3882.25,3882.25
9022,4022,22,2,4019.50,8039.00
9023,4023,23,3,4156.75,12470.25
9024,4024,24,4,4294.00,17176.00
9025,4025,25,1,4431.25,4431.25
9026,4026,26,2,4568.50,9137.00
9027,4027,27,3,4705.75,14117.25
9028,4028,28,4,4843.00,19372.00
9029,4029,29,1,4980.25,4980.25
9030,4030,30,2,5117.50,10235.00
9031,4031,31,3,5254.75,15764.25
9032,4032,32,4,5392.00,21568.00
9033,4033,33,1,5529.25,5529.25
9034,4034,34,2,5666.50,11333.00
9035,4035,35,3,5803.75,17411.25
9036,4036,36,4,5941.00,23764.00
9037,4037,37,1,6078.25,6078.25
9038,4038,38,2,6215.50,12431.00
9039,4039,39,3,6352.75,19058.25
9040,4040,40,4,6490.00,25960.00
9041,4041,41,1,6627.25,6627.25
9042,4042,42,2,6764.50,13529.00
9043,4043,43,3,6901.75,20705.25
9044,4044,44,4,7039.00,28156.00
9045,4045,45,1,7176.25,7176.25
9046,4046,46,2,7313.50,14627.00
9047,4047,47,3,7450.75,22352.25
9048,4048,48,4,7588.00,30352.00
9049,4049,49,1,7725.25,7725.25
9050,4050,50,2,7862.50,15725.00
9051,4051,51,3,7999.75,23999.25
9052,4052,52,4,8137.00,32548.00
9053,4053,53,1,8274.25,8274.25
9054,4054,54,2,8411.50,16823.00
9055,4055,55,3,8548.75,25646.25
9056,4056,56,4,8686.00,34744.00
9057,4057,57,1,8823.25,8823.25
9058,4058,58,2,8960.50,17921.00
9059,4059,59,3,9097.75,27293.25
9060,4060,60,4,9235.00,36940.00
9061,4061,61,1,9372.25,9372.25
9062,4062,62,2,9509.50,19019.00
9063,4063,63,3,9646.75,28940.25
9064,4064,64,4,9784.00,39136.00
9065,4065,65,1,9921.25,9921.25
9066,4066,66,2,10058.50,20117.00
9067,4067,67,3,10195.75,30587.25
9068,4068,68,4,10333.00,41332.00
9069,4069,69,1,10470.25,10470.25
9070,4070,70,2,10607.50,21215.00
9071,4071,71,3,10744.75,32234.25
9072,4072,72,4,10882.00,43528.00
9073,4073,73,1,11019.25,11019.25
9074,4074,74,2,11156.50,22313.00
9075,4075,75,3,11293.75,33881.25
9076,4076,76,4,11431.00,45724.00
9077,4077,77,1,11568.25,11568.25
9078,4078,78,2,11705.50,23411.00
9079,4079,79,3,11842.75,35528.25
9080,4080,80,4,11980.00,47920.00
9081,4081,81,1,12117.25,12117.25
9082,4082,82,2,12254.50,24509.00
9083,4083,83,3,12391.75,37175.25
9084,4084,84,4,12529.00,50116.00
9085,4085,85,1,12666.25,12666.25
9086,4086,86,2,12803.50,25607.00
9087,4087,87,3,12940.75,38822.25
9088,4088,88,4,13078.00,52312.00
9089,4089,89,1,13215.25,13215.25
9090,4090,90,2,13352.50,26705.00
9091,4091,91,3,13489.75,40469.25
9092,4092,92,4,13627.00,54508.00
9093,4093,93,1,13764.25,13764.25
9094,4094,94,2,13901.50,27803.00
9095,4095,95,3,14038.75,42116.25
9096,4096,96,4,14176.00,56704.00
9097,4097,97,1,14313.25,14313.25
9098,4098,98,2,14450.50,28901.00
9099,4099,99,3,14587.75,43763.25
9100,4100,100,4,14725.00,58900.00
9101,4101,1,1,1137.25,1137.25
9102,4102,2,2,1274.50,2549.00
9103,4103,3,3,1411.75,4235.25
9104,4104,4,4,1549.00,6196.00
9105,4105,5,1,1686.25,1686.25
9106,4106,6,2,1823.50,3647.00
9107,4107,7,3,1960.75,5882.25
9108,4108,8,4,2098.00,8392.00
9109,4109,9,1,2235.25,2235.25
9110,4110,10,2,2372.50,4745.00
9111,4111,11,3,2509.75,7529.25
9112,4112,12,4,2647.00,10588.00
9113,4113,13,1,2784.25,2784.25
9114,4114,14,2,2921.50,5843.00
9115,4115,15,3,3058.75,9176.25
9116,4116,16,4,3196.00,12784.00
9117,4117,17,1,3333.25,3333.25
9118,4118,18,2,3470.50,6941.00
9119,4119,19,3,3607.75,10823.25
9120,4120,20,4,3745.00,14980.00
9121,4121,21,1,3882.25,3882.25
9122,4122,22,2,4019.50,8039.00
9123,4123,23,3,4156.75,12470.25
9124,4124,24,4,4294.00,17176.00
9125,4125,25,1,4431.25,4431.25
9126,4126,26,2,4568.50,9137.00
9127,4127,27,3,4705.75,14117.25
9128,4128,28,4,4843.00,19372.00
9129,4129,29,1,4980.25,4980.25
9130,4130,30,2,5117.50,10235.00
9131,4131,31,3,5254.75,15764.25
9132,4132,32,4,5392.00,21568.00
9133,4133,33,1,5529.25,5529.25
9134,4134,34,2,5666.50,11333.00
9135,4135,35,3,5803.75,17411.25
9136,4136,36,4,5941.00,23764.00
9137,4137,37,1,6078.25,6078.25
9138,4138,38,2,6215.50,12431.00
9139,4139,39,3,6352.75,19058.25
9140,4140,40,4,6490.00,25960.00
9141,4141,41,1,6627.25,6627.25
9142,4142,42,2,6764.50,13529.00
9143,4143,43,3,6901.75,20705.25
9144,4144,44,4,7039.00,28156.00
9145,4145,45,1,7176.25,7176.25
9146,4146,46,2,7313.50,14627.00
9147,4147,47,3,7450.75,22352.25
9148,4148,48,4,7588.00,30352.00
9149,4149,49,1,7725.25,7725.25
9150,4150,50,2,7862.50,15725.00
9151,4151,51,3,7999.75,23999.25
9152,4152,52,4,8137.00,32548.00
9153,4153,53,1,8274.25,8274.25
9154,4154,54,2,8411.50,16823.00
9155,4155,55,3,8548.75,25646.25
9156,4156,56,4,8686.00,34744.00
9157,4157,57,1,8823.25,8823.25
9158,4158,58,2,8960.50,17921.00
9159,4159,59,3,9097.75,27293.25
9160,4160,60,4,9235.00,36940.00
9161,4161,61,1,9372.25,9372.25
9162,4162,62,2,9509.50,19019.00
9163,4163,63,3,9646.75,28940.25
9164,4164,64,4,9784.00,39136.00
9165,4165,65,1,9921.25,9921.25
9166,4166,66,2,10058.50,20117.00
9167,4167,67,3,10195.75,30587.25
9168,4168,68,4,10333.00,41332.00
9169,4169,69,1,10470.25,10470.25
9170,4170,70,2,10607.50,21215.00
9171,4171,71,3,10744.75,32234.25
9172,4172,72,4,10882.00,43528.00
9173,4173,73,1,11019.25,11019.25
9174,4174,74,2,11156.50,22313.00
9175,4175,75,3,11293.75,33881.25
9176,4176,76,4,11431.00,45724.00
9177,4177,77,1,11568.25,11568.25
9178,4178,78,2,11705.50,23411.00
9179,4179,79,3,11842.75,35528.25
9180,4180,80,4,11980.00,47920.00
9181,4181,81,1,12117.25,12117.25
9182,4182,82,2,12254.50,24509.00
9183,4183,83,3,12391.75,37175.25
9184,4184,84,4,12529.00,50116.00
9185,4185,85,1,12666.25,12666.25
9186,4186,86,2,12803.50,25607.00
9187,4187,87,3,12940.75,38822.25
9188,4188,88,4,13078.00,52312.00
9189,4189,89,1,13215.25,13215.25
9190,4190,90,2,13352.50,26705.00
9191,4191,91,3,13489.75,40469.25
9192,4192,92,4,13627.00,54508.00
9193,4193,93,1,13764.25,13764.25
9194,4194,94,2,13901.50,27803.00
9195,4195,95,3,14038.75,42116.25
9196,4196,96,4,14176.00,56704.00
9197,4197,97,1,14313.25,14313.25
9198,4198,98,2,14450.50,28901.00
9199,4199,99,3,14587.75,43763.25
9200,4200,100,4,14725.00,58900.00
9201,4201,1,1,1137.25,1137.25
9202,4202,2,2,1274.50,2549.00
9203,4203,3,3,1411.75,4235.25
9204,4204,4,4,1549.00,6196.00
9205,4205,5,1,1686.25,1686.25
9206,4206,6,2,1823.50,3647.00
9207,4207,7,3,1960.75,5882.25
9208,4208,8,4,2098.00,8392.00
9209,4209,9,1,2235.25,2235.25
9210,4210,10,2,2372.50,4745.00
9211,4211,11,3,2509.75,7529.25
9212,4212,12,4,2647.00,10588.00
9213,4213,13,1,2784.25,2784.25
9214,4214,14,2,2921.50,5843.00
9215,4215,15,3,3058.75,9176.25
9216,4216,16,4,3196.00,12784.00
9217,4217,17,1,3333.25,3333.25
9218,4218,18,2,3470.50,6941.00
9219,4219,19,3,3607.75,10823.25
9220,4220,20,4,3745.00,14980.00
9221,4221,21,1,3882.25,3882.25
9222,4222,22,2,4019.50,8039.00
9223,4223,23,3,4156.75,12470.25
9224,4224,24,4,4294.00,17176.00
9225,4225,25,1,4431.25,4431.25
9226,4226,26,2,4568.50,9137.00
9227,4227,27,3,4705.75,14117.25
9228,4228,28,4,4843.00,19372.00
9229,4229,29,1,4980.25,4980.25
9230,4230,30,2,5117.50,10235.00
9231,4231,31,3,5254.75,15764.25
9232,4232,32,4,5392.00,21568.00
9233,4233,33,1,5529.25,5529.25
9234,4234,34,2,5666.50,11333.00
9235,4235,35,3,5803.75,17411.25
9236,4236,36,4,5941.00,23764.00
9237,4237,37,1,6078.25,6078.25
9238,4238,38,2,6215.50,12431.00
9239,4239,39,3,6352.75,19058.25
9240,4240,40,4,6490.00,25960.00
9241,4241,41,1,6627.25,6627.25
9242,4242,42,2,6764.50,13529.00
9243,4243,43,3,6901.75,20705.25
9244,4244,44,4,7039.00,28156.00
9245,4245,45,1,7176.25,7176.25
9246,4246,46,2,7313.50,14627.00
9247,4247,47,3,7450.75,22352.25
9248,4248,48,4,7588.00,30352.00
9249,4249,49,1,7725.25,7725.25
9250,4250,50,2,7862.50,15725.00
9251,4251,51,3,7999.75,23999.25
9252,4252,52,4,8137.00,32548.00
9253,4253,53,1,8274.25,8274.25
9254,4254,54,2,8411.50,16823.00
9255,4255,55,3,8548.75,25646.25
9256,4256,56,4,8686.00,34744.00
9257,4257,57,1,8823.25,8823.25
9258,4258,58,2,8960.50,17921.00
9259,4259,59,3,9097.75,27293.25
9260,4260,60,4,9235.00,36940.00
9261,4261,61,1,9372.25,9372.25
9262,4262,62,2,9509.50,19019.00
9263,4263,63,3,9646.75,28940.25
9264,4264,64,4,9784.00,39136.00
9265,4265,65,1,9921.25,9921.25
9266,4266,66,2,10058.50,20117.00
9267,4267,67,3,10195.75,30587.25
9268,4268,68,4,10333.00,41332.00
9269,4269,69,1,10470.25,10470.25
9270,4270,70,2,10607.50,21215.00
9271,4271,71,3,10744.75,32234.25
9272,4272,72,4,10882.00,43528.00
9273,4273,73,1,11019.25,11019.25
9274,4274,74,2,11156.50,22313.00
9275,4275,75,3,11293.75,33881.25
9276,4276,76,4,11431.00,45724.00
9277,4277,77,1,11568.25,11568.25
9278,4278,78,2,11705.50,23411.00
9279,4279,79,3,11842.75,35528.25
9280,4280,80,4,11980.00,47920.00
9281,4281,81,1,12117.25,12117.25
9282,4282,82,2,12254.50,24509.00
9283,4283,83,3,12391.75,37175.25
9284,4284,84,4,12529.00,50116.00
9285,4285,85,1,12666.25,12666.25
9286,4286,86,2,12803.50,25607.00
9287,4287,87,3,12940.75,38822.25
9288,4288,88,4,13078.00,52312.00
9289,4289,89,1,13215.25,13215.25
9290,4290,90,2,13352.50,26705.00
9291,4291,91,3,13489.75,40469.25
9292,4292,92,4,13627.00,54508.00
9293,4293,93,1,13764.25,13764.25
9294,4294,94,2,13901.50,27803.00
9295,4295,95,3,14038.75,42116.25
9296,4296,96,4,14176.00,56704.00
9297,4297,97,1,14313.25,14313.25
9298,4298,98,2,14450.50,28901.00
9299,4299,99,3,14587.75,43763.25
9300,4300,100,4,14725.00,58900.00
9301,4301,1,1,1137.25,1137.25
9302,4302,2,2,1274.50,2549.00
9303,4303,3,3,1411.75,4235.25
9304,4304,4,4,1549.00,6196.00
9305,4305,5,1,1686.25,1686.25
9306,4306,6,2,1823.50,3647.00
9307,4307,7,3,1960.75,5882.25
9308,4308,8,4,2098.00,8392.00
9309,4309,9,1,2235.25,2235.25
9310,4310,10,2,2372.50,4745.00
9311,4311,11,3,2509.75,7529.25
9312,4312,12,4,2647.00,10588.00
9313,4313,13,1,2784.25,2784.25
9314,4314,14,2,2921.50,5843.00
9315,4315,15,3,3058.75,9176.25
9316,4316,16,4,3196.00,12784.00
9317,4317,17,1,3333.25,3333.25
9318,4318,18,2,3470.50,6941.00
9319,4319,19,3,3607.75,10823.25
9320,4320,20,4,3745.00,14980.00
9321,4321,21,1,3882.25,3882.25
9322,4322,22,2,4019.50,8039.00
9323,4323,23,3,4156.75,12470.25
9324,4324,24,4,4294.00,17176.00
9325,4325,25,1,4431.25,4431.25
9326,4326,26,2,4568.50,9137.00
9327,4327,27,3,4705.75,14117.25
9328,4328,28,4,4843.00,19372.00
9329,4329,29,1,4980.25,4980.25
9330,4330,30,2,5117.50,10235.00
9331,4331,31,3,5254.75,15764.25
9332,4332,32,4,5392.00,21568.00
9333,4333,33,1,5529.25,5529.25
9334,4334,34,2,5666.50,11333.00
9335,4335,35,3,5803.75,17411.25
9336,4336,36,4,5941.00,23764.00
9337,4337,37,1,6078.25,6078.25
9338,4338,38,2,6215.50,12431.00
9339,4339,39,3,6352.75,19058.25
9340,4340,40,4,6490.00,25960.00
9341,4341,41,1,6627.25,6627.25
9342,4342,42,2,6764.50,13529.00
9343,4343,43,3,6901.75,20705.25
9344,4344,44,4,7039.00,28156.00
9345,4345,45,1,7176.25,7176.25
9346,4346,46,2,7313.50,14627.00
9347,4347,47,3,7450.75,22352.25
9348,4348,48,4,7588.00,30352.00
9349,4349,49,1,7725.25,7725.25
9350,4350,50,2,7862.50,15725.00
9351,4351,51,3,7999.75,23999.25
9352,4352,52,4,8137.00,32548.00
9353,4353,53,1,8274.25,8274.25
9354,4354,54,2,8411.50,16823.00
9355,4355,55,3,8548.75,25646.25
9356,4356,56,4,8686.00,34744.00
9357,4357,57,1,8823.25,8823.25
9358,4358,58,2,8960.50,17921.00
9359,4359,59,3,9097.75,27293.25
9360,4360,60,4,9235.00,36940.00
9361,4361,61,1,9372.25,9372.25
9362,4362,62,2,9509.50,19019.00
9363,4363,63,3,9646.75,28940.25
9364,4364,64,4,9784.00,39136.00
9365,4365,65,1,9921.25,9921.25
9366,4366,66,2,10058.50,20117.00
9367,4367,67,3,10195.75,30587.25
9368,4368,68,4,10333.00,41332.00
9369,4369,69,1,10470.25,10470.25
9370,4370,70,2,10607.50,21215.00
9371,4371,71,3,10744.75,32234.25
9372,4372,72,4,10882.00,43528.00
9373,4373,73,1,11019.25,11019.25
9374,4374,74,2,11156.50,22313.00
9375,4375,75,3,11293.75,33881.25
9376,4376,76,4,11431.00,45724.00
9377,4377,77,1,11568.25,11568.25
9378,4378,78,2,11705.50,23411.00
9379,4379,79,3,11842.75,35528.25
9380,4380,80,4,11980.00,47920.00
9381,4381,81,1,12117.25,12117.25
9382,4382,82,2,12254.50,24509.00
9383,4383,83,3,12391.75,37175.25
9384,4384,84,4,12529.00,50116.00
9385,4385,85,1,12666.25,12666.25
9386,4386,86,2,12803.50,25607.00
9387,4387,87,3,12940.75,38822.25
9388,4388,88,4,13078.00,52312.00
9389,4389,89,1,13215.25,13215.25
9390,4390,90,2,13352.50,26705.00
9391,4391,91,3,13489.75,40469.25
9392,4392,92,4,13627.00,54508.00
9393,4393,93,1,13764.25,13764.25
9394,4394,94,2,13901.50,27803.00
9395,4395,95,3,14038.75,42116.25
9396,4396,96,4,14176.00,56704.00
9397,4397,97,1,14313.25,14313.25
9398,4398,98,2,14450.50,28901.00
9399,4399,99,3,14587.75,43763.25
9400,4400,100,4,14725.00,58900.00
9401,4401,1,1,1137.25,1137.25
9402,4402,2,2,1274.50,2549.00
9403,4403,3,3,1411.75,4235.25
9404,4404,4,4,1549.00,6196.00
9405,4405,5,1,1686.25,1686.25
9406,4406,6,2,1823.50,3647.00
9407,4407,7,3,1960.75,5882.25
9408,4408,8,4,2098.00,8392.00
9409,4409,9,1,2235.25,2235.25
9410,4410,10,2,2372.50,4745.00
9411,4411,11,3,2509.75,7529.25
9412,4412,12,4,2647.00,10588.00
9413,4413,13,1,2784.25,2784.25
9414,4414,14,2,2921.50,5843.00
9415,4415,15,3,3058.75,9176.25
9416,4416,16,4,3196.00,12784.00
9417,4417,17,1,3333.25,3333.25
9418,4418,18,2,3470.50,6941.00
9419,4419,19,3,3607.75,10823.25
9420,4420,20,4,3745.00,14980.00
9421,4421,21,1,3882.25,3882.25
9422,4422,22,2,4019.50,8039.00
9423,4423,23,3,4156.75,12470.25
9424,4424,24,4,4294.00,17176.00
9425,4425,25,1,4431.25,4431.25
9426,4426,26,2,4568.50,9137.00
9427,4427,27,3,4705.75,14117.25
9428,4428,28,4,4843.00,19372.00
9429,4429,29,1,4980.25,4980.25
9430,4430,30,2,5117.50,10235.00
9431,4431,31,3,5254.75,15764.25
9432,4432,32,4,5392.00,21568.00
9433,4433,33,1,5529.25,5529.25
9434,4434,34,2,5666.50,11333.00
9435,4435,35,3,5803.75,17411.25
9436,4436,36,4,5941.00,23764.00
9437,4437,37,1,6078.25,6078.25
9438,4438,38,2,6215.50,12431.00
9439,4439,39,3,6352.75,19058.25
9440,4440,40,4,6490.00,25960.00
9441,4441,41,1,6627.25,6627.25
9442,4442,42,2,6764.50,13529.00
9443,4443,43,3,6901.75,20705.25
9444,4444,44,4,7039.00,28156.00
9445,4445,45,1,7176.25,7176.25
9446,4446,46,2,7313.50,14627.00
9447,4447,47,3,7450.75,22352.25
9448,4448,48,4,7588.00,30352.00
9449,4449,49,1,7725.25,7725.25
9450,4450,50,2,7862.50,15725.00
9451,4451,51,3,7999.75,23999.25
9452,4452,52,4,8137.00,32548.00
9453,4453,53,1,8274.25,8274.25
9454,4454,54,2,8411.50,16823.00
9455,4455,55,3,8548.75,25646.25
9456,4456,56,4,8686.00,34744.00
9457,4457,57,1,8823.25,8823.25
9458,4458,58,2,8960.50,17921.00
9459,4459,59,3,9097.75,27293.25
9460,4460,60,4,9235.00,36940.00
9461,4461,61,1,9372.25,9372.25
9462,4462,62,2,9509.50,19019.00
9463,4463,63,3,9646.75,28940.25
9464,4464,64,4,9784.00,39136.00
9465,4465,65,1,9921.25,9921.25
9466,4466,66,2,10058.50,20117.00
9467,4467,67,3,10195.75,30587.25
9468,4468,68,4,10333.00,41332.00
9469,4469,69,1,10470.25,10470.25
9470,4470,70,2,10607.50,21215.00
9471,4471,71,3,10744.75,32234.25
9472,4472,72,4,10882.00,43528.00
9473,4473,73,1,11019.25,11019.25
9474,4474,74,2,11156.50,22313.00
9475,4475,75,3,11293.75,33881.25
9476,4476,76,4,11431.00,45724.00
9477,4477,77,1,11568.25,11568.25
9478,4478,78,2,11705.50,23411.00
9479,4479,79,3,11842.75,35528.25
9480,4480,80,4,11980.00,47920.00
9481,4481,81,1,12117.25,12117.25
9482,4482,82,2,12254.50,24509.00
9483,4483,83,3,12391.75,37175.25
9484,4484,84,4,12529.00,50116.00
9485,4485,85,1,12666.25,12666.25
9486,4486,86,2,12803.50,25607.00
9487,4487,87,3,12940.75,38822.25
9488,4488,88,4,13078.00,52312.00
9489,4489,89,1,13215.25,13215.25
9490,4490,90,2,13352.50,26705.00
9491,4491,91,3,13489.75,40469.25
9492,4492,92,4,13627.00,54508.00
9493,4493,93,1,13764.25,13764.25
9494,4494,94,2,13901.50,27803.00
9495,4495,95,3,14038.75,42116.25
9496,4496,96,4,14176.00,56704.00
9497,4497,97,1,14313.25,14313.25
9498,4498,98,2,14450.50,28901.00
9499,4499,99,3,14587.75,43763.25
9500,4500,100,4,14725.00,58900.00
9501,4501,1,1,1137.25,1137.25
9502,4502,2,2,1274.50,2549.00
9503,4503,3,3,1411.75,4235.25
9504,4504,4,4,1549.00,6196.00
9505,4505,5,1,1686.25,1686.25
9506,4506,6,2,1823.50,3647.00
9507,4507,7,3,1960.75,5882.25
9508,4508,8,4,2098.00,8392.00
9509,4509,9,1,2235.25,2235.25
9510,4510,10,2,2372.50,4745.00
9511,4511,11,3,2509.75,7529.25
9512,4512,12,4,2647.00,10588.00
9513,4513,13,1,2784.25,2784.25
9514,4514,14,2,2921.50,5843.00
9515,4515,15,3,3058.75,9176.25
9516,4516,16,4,3196.00,12784.00
9517,4517,17,1,3333.25,3333.25
9518,4518,18,2,3470.50,6941.00
9519,4519,19,3,3607.75,10823.25
9520,4520,20,4,3745.00,14980.00
9521,4521,21,1,3882.25,3882.25
9522,4522,22,2,4019.50,8039.00
9523,4523,23,3,4156.75,12470.25
9524,4524,24,4,4294.00,17176.00
9525,4525,25,1,4431.25,4431.25
9526,4526,26,2,4568.50,9137.00
9527,4527,27,3,4705.75,14117.25
9528,4528,28,4,4843.00,19372.00
9529,4529,29,1,4980.25,4980.25
9530,4530,30,2,5117.50,10235.00
9531,4531,31,3,5254.75,15764.25
9532,4532,32,4,5392.00,21568.00
9533,4533,33,1,5529.25,5529.25
9534,4534,34,2,5666.50,11333.00
9535,4535,35,3,5803.75,17411.25
9536,4536,36,4,5941.00,23764.00
